one_enum_param	orig_enum	tidied_enum	orig_matched_dist	matched_pref_dist	matched_text	matchType	id	prefLabel
door_type_enum	metal	metal	0.000	0.000	METAL	PREF	http://www.semanticweb.org/dellvostro3750/ontologies/2018/2/untitled-ontology-10#metal	metal
door_type_enum	wooden	wooden	0.000	1.000	WOODEN	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#39441	39441
door_type_metal_enum	collapsible	collapsible						
door_type_metal_enum	corrugated steel	corrugated steel	0.259	0.000	STEEL	PREF	http://purl.obolibrary.org/obo/OMIT_0014109	Steel
door_type_metal_enum	hollow	hollow	0.000	0.000	HOLLOW	PREF	http://purl.org/obo/owl/PATO#PATO_0002078	hollow
door_type_metal_enum	rolling shutters	rolling shutters	0.320	0.000	ROLLING	PREF	http://www.co-ode.org/ontologies/galen#Rolling	Rolling
door_type_metal_enum	steel plate	steel plate	0.093	0.000	STEEL	PREF	http://purl.obolibrary.org/obo/OMIT_0014109	Steel
door_type_wood_enum	battened	battened						
door_type_wood_enum	bettened and ledged	bettened and ledged						
door_type_wood_enum	flush	flush	0.000	0.209	FLUSH	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#5137	flushing
door_type_wood_enum	framed and paneled	framed and paneled						
door_type_wood_enum	glashed or sash	glashed or sash	0.214	0.000	SASH	PREF	http://purl.bioontology.org/ontology/RCD/wy0BB	SASH
door_type_wood_enum	ledged and braced	ledged and braced						
door_type_wood_enum	ledged and framed	ledged and framed						
door_type_wood_enum	ledged, braced and frame	ledged braced and frame	0.375	0.179	FRAME	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63552	Reading Frame
door_type_wood_enum	louvered	louvered						
door_type_wood_enum	wire gauged	wire gauged	0.355	0.000	WIRE	PREF	http://purl.bioontology.org/ontology/LNC/LP263826-2	Wire
drainage_class_enum	excessively drained	excessively drained	0.000	0.000	EXCESSIVELY DRAINED	PREF	http://purl.obolibrary.org/obo/MVC_0000048	excessively drained
drainage_class_enum	moderately well	moderately well	0.000	0.000	MODERATELY WELL	PREF	http://purl.obolibrary.org/obo/MVC_0000049	moderately well
drainage_class_enum	poorly	poorly	0.000	1.000	POORLY	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#20368	20368
drainage_class_enum	somewhat poorly	somewhat poorly	0.000	0.000	SOMEWHAT POORLY	PREF	http://purl.obolibrary.org/obo/MVC_0000051	somewhat poorly
drainage_class_enum	very poorly	very poorly	0.000	0.000	VERY POORLY	PREF	http://purl.obolibrary.org/obo/MVC_0000052	very poorly
drainage_class_enum	well	well						
drawings_enum	as built	as built						
drawings_enum	bid	bid	0.000	0.653	BID	SYN	http://purl.obolibrary.org/obo/PR_P55957	BH3-interacting domain death agonist (human)
drawings_enum	building navigation map	building navigation map	0.247	0.000	BUILDING	PREF	http://www.icn.ch/icnp#Building	Building
drawings_enum	construction	construction	0.000	0.000	CONSTRUCTION	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/410615009	Construction
drawings_enum	design	design	0.000	0.000	DESIGN	PREF	http://purl.jp/bio/4/id/200906051832103268	DESIGN
drawings_enum	diagram	diagram	0.000	0.000	DIAGRAM	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0681494	diagram
drawings_enum	operation	operation	0.000	0.000	OPERATION	PREF	http://purl.obolibrary.org/obo/WSIO_operation_001	Operation
drawings_enum	sketch	sketch	0.000	0.000	SKETCH	PREF	https://identifiers.org/ito:ITO_00245	Sketch
drug_usage_enum	day	day	0.000	0.000	DAY	PREF	http://purl.bioontology.org/ontology/RCD/X800d	day
drug_usage_enum	hour	hour	0.000	0.000	HOUR	PREF	http://www.limics.fr/ontologies/menelastop#HourDuration	hour
drug_usage_enum	month	month	0.000	0.000	MONTH	PREF	http://semanticscience.org/resource/SIO_000429	month
drug_usage_enum	week	week	0.000	0.000	WEEK	PREF	http://purl.bioontology.org/ontology/LNC/LA14216-8	Week
env_package_enum	air	air	0.000	0.000	AIR	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0001861	air
env_package_enum	built environment	built environment	0.000	0.000	BUILT ENVIRONMENT	PREF	http://localhost/plosthes.2017-1#10840	Built environment
env_package_enum	host-associated	host associated	0.230	0.000	HOST	PREF	http://purl.obolibrary.org/obo/GAZ_00372136	Host
env_package_enum	human-associated	human associated	0.361	0.000	HUMAN	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0086418	human
env_package_enum	human-gut	human gut	0.191	0.000	HUMAN	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0086418	human
env_package_enum	human-oral	human oral	0.225	0.000	HUMAN	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0086418	human
env_package_enum	human-skin	human skin	0.083	0.222	HUMAN SKIN	SYN	http://purl.obolibrary.org/obo/OPL_0000027	Homo sapiens skin
env_package_enum	human-vaginal	human vaginal	0.219	0.000	HUMAN	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0086418	human
env_package_enum	hydrocarbon resources-cores	hydrocarbon resources cores	0.206	0.000	HYDROCARBON	PREF	http://scai.fraunhofer.de/CSEO#CSEO_00000844	Hydrocarbon
env_package_enum	hydrocarbon resources-fluids/swabs	hydrocarbon resources fluids/swabs	0.296	0.000	HYDROCARBON	PREF	http://scai.fraunhofer.de/CSEO#CSEO_00000844	Hydrocarbon
env_package_enum	microbial mat/biofilm	microbial mat/biofilm	0.000	0.000	MICROBIAL MAT/BIOFILM	PREF	http://purl.obolibrary.org/obo/MVC_0000463	microbial mat/biofilm
env_package_enum	misc environment	misc environment	0.433	0.000	MISC	PREF	http://purl.obolibrary.org/obo/GMM_26	misc
env_package_enum	plant-associated	plant associated	0.298	0.000	PLANT	PREF	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Plant	Plant
env_package_enum	sediment	sediment	0.000	0.000	SEDIMENT	PREF	http://purl.jp/bio/11/meo/MEO_0000066	sediment
env_package_enum	soil	soil	0.000	0.000	SOIL	PREF	http://purl.obolibrary.org/obo/OMIT_0013874	Soil
env_package_enum	wastewater/sludge	wastewater/sludge	0.000	0.000	WASTEWATER/SLUDGE	PREF	http://purl.obolibrary.org/obo/MVC_0000475	wastewater/sludge
env_package_enum	water	water	0.000	0.000	WATER	PREF	http://purl.bioontology.org/ontology/RCD/XM0ll	Water
ext_wall_orient_enum	east	east	0.000	0.000	EAST	PREF	http://purl.obolibrary.org/obo/PATO_0045092	east
ext_wall_orient_enum	north	north	0.000	0.000	NORTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45849	North
ext_wall_orient_enum	northeast	northeast	0.000	0.000	NORTHEAST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45853	Northeast
ext_wall_orient_enum	northwest	northwest	0.000	0.000	NORTHWEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45854	Northwest
ext_wall_orient_enum	south	south	0.000	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
ext_wall_orient_enum	southeast	southeast	0.000	0.000	SOUTHEAST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45855	Southeast
ext_wall_orient_enum	southwest	southwest	0.000	0.000	SOUTHWEST	PREF	http://purl.obolibrary.org/obo/GAZ_00244547	Southwest
ext_wall_orient_enum	west	west	0.000	0.000	WEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45852	West
ext_window_orient_enum	east	east	0.000	0.000	EAST	PREF	http://purl.obolibrary.org/obo/PATO_0045092	east
ext_window_orient_enum	north	north	0.000	0.000	NORTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45849	North
ext_window_orient_enum	northeast	northeast	0.000	0.000	NORTHEAST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45853	Northeast
ext_window_orient_enum	northwest	northwest	0.000	0.000	NORTHWEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45854	Northwest
ext_window_orient_enum	south	south	0.000	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
ext_window_orient_enum	southeast	southeast	0.000	0.000	SOUTHEAST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45855	Southeast
ext_window_orient_enum	southwest	southwest	0.000	0.000	SOUTHWEST	PREF	http://purl.obolibrary.org/obo/GAZ_00244547	Southwest
ext_window_orient_enum	west	west	0.000	0.000	WEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45852	West
fao_class_enum	Acrisols	Acrisols	0.000	0.000	ACRISOLS	PREF	http://purl.jp/bio/4/id/200906014635205870	Acrisols
fao_class_enum	Andosols	Andosols						
fao_class_enum	Arenosols	Arenosols						
fao_class_enum	Cambisols	Cambisols	0.000	0.000	CAMBISOLS	PREF	http://purl.jp/bio/4/id/200906025032471020	Cambisols
fao_class_enum	Chernozems	Chernozems						
fao_class_enum	Ferralsols	Ferralsols	0.000	0.000	FERRALSOLS	PREF	http://purl.jp/bio/4/id/200906020494019512	Ferralsols
fao_class_enum	Fluvisols	Fluvisols	0.000	0.000	FLUVISOLS	PREF	http://purl.jp/bio/4/id/200906079454306092	Fluvisols
fao_class_enum	Gleysols	Gleysols						
fao_class_enum	Greyzems	Greyzems						
fao_class_enum	Gypsisols	Gypsisols						
fao_class_enum	Histosols	Histosols						
fao_class_enum	Kastanozems	Kastanozems						
fao_class_enum	Lithosols	Lithosols						
fao_class_enum	Luvisols	Luvisols						
fao_class_enum	Nitosols	Nitosols						
fao_class_enum	Phaeozems	Phaeozems						
fao_class_enum	Planosols	Planosols						
fao_class_enum	Podzols	Podzols						
fao_class_enum	Podzoluvisols	Podzoluvisols						
fao_class_enum	Rankers	Rankers						
fao_class_enum	Regosols	Regosols						
fao_class_enum	Rendzinas	Rendzinas						
fao_class_enum	Solonchaks	Solonchaks						
fao_class_enum	Solonetz	Solonetz	0.000	0.000	SOLONETZ	PREF	http://purl.jp/bio/11/meo/MEO_0001877	solonetz
fao_class_enum	Vertisols	Vertisols						
fao_class_enum	Yermosols	Yermosols						
filter_type_enum	chemical air filter	chemical air filter	0.220	0.000	CHEMICAL	PREF	http://purl.obolibrary.org/obo/BiPOm#Chemical	chemical
filter_type_enum	electrostatic	electrostatic	0.000	0.019	ELECTROSTATIC	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#31803	electrostatics
filter_type_enum	gas-phase or ultraviolet air treatments	gas phase or ultraviolet air treatments	0.336	0.000	GAS PHASE	PREF	http://scai.fraunhofer.de/CSEO#CSEO_00001208	Gas Phase
filter_type_enum	HEPA	HEPA	0.000	0.000	HEPA	PREF	http://purl.obolibrary.org/obo/OGG_3000882473	hepA
filter_type_enum	low-MERV pleated media	low MERV pleated media	0.652	0.742	LOW	SYN	http://purl.jp/bio/11/meo/MEO_0001301	short
filter_type_enum	particulate air filter	particulate air filter	0.105	0.000	PARTICULATE	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/278694008	Particulate
floor_cond_enum	damaged	damaged	0.000	0.000	DAMAGED	PREF	http://purl.org/obo/owl/PATO#PATO_0001167	damaged
floor_cond_enum	needs repair	needs repair	0.239	0.000	NEEDS	PREF	http://doe-generated-ontology.com/OntoAD#C0027552	Needs
floor_cond_enum	new	new	0.000	0.000	NEW	PREF	http://www.limics.fr/ontologies/menelastop/new	new
floor_cond_enum	rupture	rupture	0.000	0.000	RUPTURE	PREF	http://purl.bioontology.org/ontology/LNC/LA7470-3	Rupture
floor_cond_enum	visible wear	visible wear	0.167	0.000	VISIBLE	PREF	http://purl.obolibrary.org/obo/FBcv_0000354	visible
floor_finish_mat_enum	bamboo	bamboo	0.000	0.000	BAMBOO	PREF	http://purl.jp/bio/4/id/200906051444453516	bamboo
floor_finish_mat_enum	carpet	carpet	0.000	0.000	CARPET	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/5541000124106	Carpet
floor_finish_mat_enum	clear finish	clear finish	0.402	0.000	CLEAR	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205305	clear
floor_finish_mat_enum	concrete	concrete	0.000	0.000	CONCRETE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0557857	concrete
floor_finish_mat_enum	cork	cork	0.000	0.000	CORK	PREF	http://localhost/plosthes.2017-1#3142	Cork
floor_finish_mat_enum	laminate wood	laminate wood	0.233	0.178	LAMINATE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50024	Laminate Device
floor_finish_mat_enum	lineoleum	lineoleum						
floor_finish_mat_enum	none;specify unfinished	none specify unfinished	0.312	0.407	SPECIFY	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C159629	Specify Number of Lymph Nodes Examined
floor_finish_mat_enum	paint	paint	0.000	0.132	PAINT	SYN	http://id.nlm.nih.gov/mesh/D010151	Paintings
floor_finish_mat_enum	rug	rug	0.000	0.000	RUG	PREF	http://purl.bioontology.org/ontology/LNC/LP57579-2	RUG
floor_finish_mat_enum	sealed	sealed						
floor_finish_mat_enum	sheet vinyl	sheet vinyl	0.266	0.000	SHEET	PREF	http://purl.org/obo/owlapi/fma#FMA_50608	Sheet
floor_finish_mat_enum	stone	stone	0.000	0.000	STONE	PREF	http://purl.obolibrary.org/obo/UO_0010035	stone
floor_finish_mat_enum	terrazo	terrazo						
floor_finish_mat_enum	tile	tile	0.000	0.000	TILE	PREF	http://purl.obolibrary.org/obo/ENVO_01000514	tile
floor_finish_mat_enum	vinyl composition tile	vinyl composition tile	0.355	0.265	VINYL	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#9952	polyvinyl chloride
floor_finish_mat_enum	wood strip or parquet	wood strip or parquet	0.502	0.745	WOOD	SYN	http://purl.obolibrary.org/obo/ENVO_00000111	forested area
floor_struc_enum	balcony	balcony	0.000	0.000	BALCONY	PREF	http://www.ICPS/ontologies/BuildingStructure#Balcony	Balcony
floor_struc_enum	concrete	concrete	0.000	0.000	CONCRETE	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0557857	concrete
floor_struc_enum	floating floor	floating floor	0.134	0.000	FLOATING	PREF	http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#Floating	Floating
floor_struc_enum	glass floor	glass floor	0.000	0.151	GLASS FLOOR	SYN	http://purl.obolibrary.org/obo/ENVO_01000491	glass building floor
floor_struc_enum	raised floor	raised floor	0.286	0.138	RAISED	SYN	http://mimi.case.edu/ontologies/2009/1/SDO.owl#Increased	Increased
floor_struc_enum	sprung floor	sprung floor	0.244	0.000	FLOOR	PREF	http://sweetontology.net/stateSpaceConfiguration/Floor	floor
floor_struc_enum	wood-framed	wood framed	0.262	0.745	WOOD	SYN	http://purl.obolibrary.org/obo/ENVO_00000111	forested area
floor_water_mold_enum	bulging walls	bulging walls	0.200	0.000	BULGING	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/413269001	Bulging
floor_water_mold_enum	ceiling discoloration	ceiling discoloration	0.205	0.000	CEILING	PREF	http://www.projecthalo.com/aura#Ceiling	Ceiling
floor_water_mold_enum	condensation	condensation	0.000	0.000	CONDENSATION	PREF	http://localhost/plosthes.2017-1#1923	Condensation
floor_water_mold_enum	floor discoloration	floor discoloration	0.155	0.000	FLOOR	PREF	http://sweetontology.net/stateSpaceConfiguration/Floor	floor
floor_water_mold_enum	mold odor	mold odor	0.151	0.000	MOLD	PREF	http://purl.jp/bio/11/meo/MEO_0002526	mold
floor_water_mold_enum	peeling paint or wallpaper	peeling paint or wallpaper	0.272	0.000	PEELING	PREF	http://www.owl-ontologies.com/unnamed.owl#RID14059	PEELING
floor_water_mold_enum	wall discoloration	wall discoloration	0.370	0.000	WALL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64373	Wall
floor_water_mold_enum	water stains	water stains	0.262	0.000	WATER	PREF	http://purl.bioontology.org/ontology/RCD/XM0ll	Water
floor_water_mold_enum	wet floor	wet floor	0.478	0.000	WET	PREF	http://purl.obolibrary.org/obo/PATO_0001823	wet
furniture_enum	cabinet	cabinet	0.000	0.000	CABINET	PREF	http://www.projecthalo.com/aura#Cabinet	Cabinet
furniture_enum	chair	chair	0.000	0.776	CHAIR	SYN	http://www.limics.fr/ontologies/ontoparonsoc#Siege	seat
furniture_enum	desks	desks						
growth_habit_enum	erect	erect	0.000	0.000	ERECT	PREF	http://purl.org/obo/owl/PATO#PATO_0000622	erect
growth_habit_enum	prostrate	prostrate	0.000	0.000	PROSTRATE	PREF	http://purl.org/obo/owl/PATO#PATO_0000631	prostrate
growth_habit_enum	semi-erect	semi erect	0.062	0.000	SEMI ERECT	PREF	http://purl.org/obo/owl/PATO#PATO_0002260	semi erect
growth_habit_enum	spreading	spreading	0.000	0.000	SPREADING	PREF	http://sweetontology.net/phenGeolTectonic/Spreading	spreading
handidness_enum	ambidexterity	ambidexterity	0.000	0.621	AMBIDEXTERITY	SYN	http://www.ebi.ac.uk/efo/EFO_0009902	handedness
handidness_enum	left handedness	left handedness	0.000	0.000	LEFT HANDEDNESS	PREF	http://purl.org/obo/owl/PATO#PATO_0002202	left handedness
handidness_enum	mixed-handedness	mixed handedness	0.288	0.000	MIXED	PREF	http://purl.jp/bio/11/meo/MEO_0001503	mixed
handidness_enum	right handedness	right handedness	0.000	0.000	RIGHT HANDEDNESS	PREF	http://uri.neuinfo.org/nif/nifstd/birnlex_2184	Right handedness
hc_produced_enum	Bitumen	Bitumen	0.000	0.000	BITUMEN	PREF	http://purl.jp/bio/4/id/200906015981945674	bitumen
hc_produced_enum	Coalbed Methane	Coalbed Methane	0.212	0.000	COALBED	PREF	http://purl.jp/bio/11/meo/MEO_0000959	coalbed
hc_produced_enum	Gas	Gas	0.000	0.000	GAS	PREF	http://purl.bioontology.org/ontology/CSP/1244-3286	gas
hc_produced_enum	Gas-Condensate	Gas Condensate	0.385	0.000	GAS	PREF	http://purl.bioontology.org/ontology/CSP/1244-3286	gas
hc_produced_enum	Oil	Oil	0.000	0.000	OIL	PREF	http://www.icn.ch/icnp#Oil	Oil
hc_produced_enum	other	other						
hcr_enum	Coalbed	Coalbed	0.000	0.000	COALBED	PREF	http://purl.jp/bio/11/meo/MEO_0000959	coalbed
hcr_enum	Gas Reservoir	Gas Reservoir	0.000	0.492	GAS RESERVOIR	SYN	http://id.nlm.nih.gov/mesh/D061329	Oil and Gas Wells
hcr_enum	Oil Reservoir	Oil Reservoir	0.000	0.000	OIL RESERVOIR	PREF	http://purl.jp/bio/11/meo/MEO_0000326	oil reservoir
hcr_enum	Oil Sand	Oil Sand	0.000	0.000	OIL SAND	PREF	http://purl.jp/bio/11/meo/MEO_0001132	oil sand
hcr_enum	other	other						
hcr_enum	Shale	Shale	0.000	0.000	SHALE	PREF	http://localhost/plosthes.2017-1#9379	Shale
hcr_enum	Tight Gas Reservoir	Tight Gas Reservoir	0.441	0.000	TIGHT	PREF	http://purl.org/obo/owl/PATO#PATO_0001809	tight
hcr_enum	Tight Oil Reservoir	Tight Oil Reservoir	0.455	0.000	TIGHT	PREF	http://purl.org/obo/owl/PATO#PATO_0001809	tight
hcr_geol_age_enum	Archean	Archean						
hcr_geol_age_enum	Cambrian	Cambrian						
hcr_geol_age_enum	Carboniferous	Carboniferous						
hcr_geol_age_enum	Cenozoic	Cenozoic						
hcr_geol_age_enum	Cretaceous	Cretaceous						
hcr_geol_age_enum	Devonian	Devonian						
hcr_geol_age_enum	Jurassic	Jurassic						
hcr_geol_age_enum	Mesozoic	Mesozoic						
hcr_geol_age_enum	Neogene	Neogene	0.000	0.000	NEOGENE	PREF	http://purl.bioontology.org/ontology/NCBITAXON/523149	Neogene
hcr_geol_age_enum	Ordovician	Ordovician						
hcr_geol_age_enum	other	other						
hcr_geol_age_enum	Paleogene	Paleogene						
hcr_geol_age_enum	Paleozoic	Paleozoic						
hcr_geol_age_enum	Permian	Permian						
hcr_geol_age_enum	Precambrian	Precambrian						
hcr_geol_age_enum	Proterozoic	Proterozoic						
hcr_geol_age_enum	Silurian	Silurian						
hcr_geol_age_enum	Triassic	Triassic						
health_disease_stat_enum	congenital	congenital	0.000	0.000	CONGENITAL	PREF	http://scai.fraunhofer.de/CSEO#CSEO_00000467	Congenital
health_disease_stat_enum	dead	dead	0.000	0.000	DEAD	PREF	http://semanticscience.org/resource/Dead	dead
health_disease_stat_enum	disease-free	disease free	0.038	0.113	DISEASE FREE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17751	Disease-Free Survival
health_disease_stat_enum	diseased	diseased	0.000	0.000	DISEASED	PREF	http://purl.obolibrary.org/obo/ODGI.owl#Diseased	Diseased
health_disease_stat_enum	healthy	healthy	0.000	0.000	HEALTHY	PREF	http://purl.obolibrary.org/obo/HP_0032322	Healthy
health_disease_stat_enum	life threatening	life threatening	0.000	0.000	LIFE THREATENING	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82508	Life Threatening
health_disease_stat_enum	pathological	pathological	0.000	0.000	PATHOLOGICAL	PREF	http://purl.obolibrary.org/obo/PATO_0001869	pathological
health_disease_stat_enum	pre-existing condition	pre existing condition	0.659	1.000	PRE	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#47038	47038
health_disease_stat_enum	recovering	recovering	0.000	1.000	RECOVERING	SYN	http://sbmi.uth.tmc.edu/ontology/ochv#37863	37863
health_disease_stat_enum	resolving	resolving	0.000	0.000	RESOLVING	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#48329	resolving
health_disease_stat_enum	undetermined	undetermined	0.000	0.000	UNDETERMINED	PREF	http://sbmi.uth.tmc.edu/ontology/ochv#C0205258	undetermined
heat_cool_type_enum	forced air system	forced air system	0.347	0.000	FORCED	PREF	http://purl.bioontology.org/ontology/RCD/XC08H	Forced
heat_cool_type_enum	heat pump	heat pump	0.000	0.000	HEAT PUMP	PREF	http://sweetontology.net/matrEnergy/HeatPump	heat pump
heat_cool_type_enum	radiant system	radiant system	0.255	0.000	RADIANT	PREF	http://purl.bioontology.org/ontology/LNC/LA21770-5	Radiant
heat_cool_type_enum	steam forced heat	steam forced heat	0.253	0.000	STEAM	PREF	http://www.phoc.org.cn/pmo/class/PMO_00015199	Steam
heat_cool_type_enum	wood stove	wood stove	0.000	0.000	WOOD STOVE	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/129469005	Wood stove
heat_deliv_loc_enum	east	east	0.000	0.000	EAST	PREF	http://purl.obolibrary.org/obo/PATO_0045092	east
heat_deliv_loc_enum	north	north	0.000	0.000	NORTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45849	North
heat_deliv_loc_enum	south	south	0.000	0.000	SOUTH	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45850	South
heat_deliv_loc_enum	west	west	0.000	0.000	WEST	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45852	West
horizon_enum	A horizon	A horizon	0.000	0.000	A HORIZON	PREF	http://purl.obolibrary.org/obo/MVC_0000057	A horizon
horizon_enum	B horizon	B horizon	0.000	0.000	B HORIZON	PREF	http://purl.obolibrary.org/obo/MVC_0000058	B horizon
horizon_enum	C horizon	C horizon	0.000	0.000	C HORIZON	PREF	http://purl.obolibrary.org/obo/MVC_0000059	C horizon
horizon_enum	E horizon	E horizon	0.000	0.000	E HORIZON	PREF	http://purl.obolibrary.org/obo/MVC_0000060	E horizon
horizon_enum	O horizon	O horizon	0.000	0.000	O HORIZON	PREF	http://purl.obolibrary.org/obo/MVC_0000061	O horizon
horizon_enum	Permafrost	Permafrost	0.000	0.000	PERMAFROST	PREF	http://sweetontology.net/realmSoil/Permafrost	permafrost
horizon_enum	R layer	R layer	0.000	0.000	R LAYER	PREF	http://purl.obolibrary.org/obo/MVC_0000063	R layer
host_pred_appr_enum	co-occurrence	co occurrence	0.036	0.000	OCCURRENCE	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25275	Occurrence
host_pred_appr_enum	combination	combination	0.000	0.228	COMBINATION	SYN	http://purl.bioontology.org/ontology/SNOMEDCT/89780004	Combined
host_pred_appr_enum	CRISPR spacer match	CRISPR spacer match	0.071	0.175	CRISPR SPACER	SYN	http://id.nlm.nih.gov/mesh/D064112	CRISPR Loci
host_pred_appr_enum	host sequence similarity	host sequence similarity	0.484	0.000	HOST	PREF	http://purl.obolibrary.org/obo/GAZ_00372136	Host
host_pred_appr_enum	kmer similarity	kmer similarity	0.100	0.000	SIMILARITY	PREF	http://purl.obolibrary.org/obo/HOM_0000000	similarity
host_pred_appr_enum	other	other						
host_pred_appr_enum	provirus	provirus	0.000	0.000	PROVIRUS	PREF	http://purl.obolibrary.org/obo/GO_0019038	provirus
host_sex_enum	female	female	0.000	0.000	FEMALE	PREF	http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_0928000	female
host_sex_enum	hermaphrodite	hermaphrodite	0.000	0.000	HERMAPHRODITE	PREF	http://purl.obolibrary.org/obo/MVC_0000501	hermaphrodite
host_sex_enum	male	male	0.000	0.360	MALE	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C46112	Male Phenotype
host_sex_enum	neuter	neuter	0.000	0.000	NEUTER	PREF	http://purl.jp/bio/11/meo/MEO_0002654	neuter
host_sex_enum	not determined	not determined	0.000	0.000	NOT DETERMINED	PREF	http://scai.fraunhofer.de/CSEO#CSEO_00000409	Not determined
indoor_space_enum	bathroom	bathroom	0.000	0.000	BATHROOM	PREF	http://purl.bioontology.org/ontology/RCD/Ua00B	Bathroom
indoor_space_enum	bedroom	bedroom	0.000	0.000	BEDROOM	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/224700005	Bedroom
indoor_space_enum	elevator	elevator	0.000	0.000	ELEVATOR	PREF	http://www.projecthalo.com/aura#Elevator	Elevator
indoor_space_enum	foyer	foyer	0.000	0.717	FOYER	SYN	http://www.limics.fr/ontologies/ontoparonsoc#Domicile	domicile
indoor_space_enum	hallway	hallway	0.000	0.000	HALLWAY	PREF	http://purl.bioontology.org/ontology/RCD/Xa2kt	Hallway
indoor_space_enum	kitchen	kitchen	0.000	0.000	KITCHEN	PREF	http://purl.jp/bio/4/id/200906042389586847	kitchen
indoor_space_enum	locker room	locker room	0.000	0.421	LOCKER ROOM	SYN	http://purl.obolibrary.org/obo/GSSO_008190	changing room
indoor_space_enum	office	office	0.000	0.000	OFFICE	PREF	http://purl.bioontology.org/ontology/RCD/X79rq	Office
indoor_surf_enum	cabinet	cabinet	0.000	0.000	CABINET	PREF	http://www.projecthalo.com/aura#Cabinet	Cabinet
indoor_surf_enum	ceiling	ceiling	0.000	0.000	CEILING	PREF	http://www.projecthalo.com/aura#Ceiling	Ceiling
indoor_surf_enum	counter top	counter top	0.122	0.194	COUNTER	SYN	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49894	Counter Device
indoor_surf_enum	door	door	0.000	0.000	DOOR	PREF	http://purl.bioontology.org/ontology/SNOMEDCT/224751004	Door
indoor_surf_enum	shelving	shelving						
indoor_surf_enum	vent cover	vent cover	0.198	0.000	VENT	PREF	http://purl.obolibrary.org/obo/UBERON_2000298	vent
indoor_surf_enum	wall	wall	0.000	0.000	WALL	PREF	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64373	Wall
indoor_surf_enum	window	window	0.000	0.000	WINDOW	PREF	http://purl.jp/bio/11/meo/MEO_0001444	window
